"paper","id","preliminary_decision","review","confidence","assessment","id","lan","orientation","remarks","text","timespan"
"","","","","4","1","3","is","0","","The publication aims to show the benefits of metric structures for image retrieval. This work is the continuation of several works already presented, such as. [1] ""Parallel metric structures in image retrieval"", Peña-Jaramillo, E. (Referenced in the paper) [2] ""Definition of an Image Retriever based on Contents on Metric Spaces"", Eduardo Peña-Jaramillo, et to the. (Not referenced). [3] ""Parallel Metric Structures in Image Retrieval on the Web"", Eduardo Peña-Jaramillo, et al. (Not referenced). About reference number [1] it has not been possible to obtain an electronic copy, and from the aforementioned publications [2] and [3], it can be said that there is a new contribution in the experiments carried out on GNAT and Spaghetis structures. It must be explained in the publication that the work is not original from the author's point of view, and that its extension is based on the works [1], [2], [3] or another that is directly related to the work presented. . - The text is well structured and it is easy to understand what you want to expose. - Good presentation, no serious problems. Only improve the figures of the graphs, especially the accents, in matlab you can add text in latex to avoid this type of problem. The word ""more"" appears a couple of times without a tilde. - In the ""Introduction"" section, although the work is presented in a general way, I think it would be important to point out the state of the art in these matters. Are there related works? Are there important references? What is the contribution of the work to the state of the art?, etc. A more exhaustive bibliographic review is lacking. - In the ""Feature Extraction"" section I have found some details such as: - It has been difficult for me to find a definition on the layout technique since there is only one reference [1], so I suspect that the characteristics obtained from each sub-image as a signal which are mixed to obtain the vector that represents the total image, as it says in the text: ""The union of all the extracted characteristics gives us as a result..."", where it is not clear the type ""join"" that is performed. - The same thing also happens when the Fisher discriminant is referenced, again reference is made to [1]. A more relevant source should be added for this point. - The type of database used is not explained in detail. Is it public or private domain? What kind of images or groups of images it contains. How many are there per class? Are there repeated images? Quality of the images. The idea is to have a frame of reference so that anyone who wants to compare their algorithms with theirs can do so on equal terms. - From the images shown in figure 2, I can deduce that the database (I hope I am wrong) has repeated images, which can produce a bias when calculating the values of precision, sensitivity and specificity of the retrieved images. I believe that the ideal database to be able to correctly measure the quality of the recovery should have different images even if they have the same appearance, but never the same. Since when retrieving a set of images over a query image, if they are repeated, the number of true positives will be proportional to the repeated ones, which will result in a bias on the calculation of the metrics. Recommendations - In the text it is mentioned (conclusions section) that the solutions are not entirely satisfactory. I think there are currently projects like http://similar-images.googlelabs.com/, http://www.like.com/, http://www.tineye.com/, among others; that show great progress in this field and would be good to be reviewed. - On the other hand, regarding the set of features used, I recommend reviewing other types of features that have been shown to be invariant to scale and rotation. [4] ""Distinctive Image Features from Scale-Invariant Keypoints"". David G. Lowe. International Journal of Computer Vision, 2004. as well as its improvement [5] ""SURF: Speeded Up Robust Features"", Computer Vision and Image Understanding (CVIU). Herbert Bay, Andreas Ess, Tinne Tuytelaars, Luc Van Gool. Vol. 110, No. 3, pgs. 346--359, 2008.","2010-07-05"
"","44","accept","","5","1","1","is","0","The article needs improvement mainly in reinforcing 2 things:","General comments: • It is recommended to review all the writing since there are extra words or words written in the wrong way, for example: incomplete, items (page 3); quedebe (page 4), del de (page 5)… etc • Check the spacing of the words • Check the numbering of the bibliography since it has to be listed in the order in which it appears. • Check that the text is the same size (example: end of first column page 1) Comments by sections II SCRUM YSPEM • Reference the part dedicated to SCRUM as well as the figure since it is not the authors' own but taken from someone else III REQUIREMENTS GATHERING USING SPEM • Review the stakeholder concept or refer to which reference used that concept, for example, I include the stakeholder concepts for CMMI. “Stakeholder A group or individual who is affected by or is in some way responsible for the outcome of a company” “Stakeholder A group or individual who is affected by or is in some way responsible for the outcome of a company” IV SOFTWARE DEVELOPMENT WITH SCRUM • Title of Figure 5, the title of the figure can be improved for example: model of the software development process based on SCRUM and using SPEM for its modeling • It is recommended to reinforce the section by adding references for the terms V METRICS TO DEFINE THE QUALITY OF SOFTWARE DEVELOPMENT • It is recommended to add references when describing the concepts of metrics VI A PRACTICAL CASE • It is recommended to improve the description of Table I (content of columns and operation or operations carried out to establish weight and evaluation standard deviations) • There is a bullet without text below Table 1 • It is recommended to support the section with a graph ca or table that shows a summary of the quality measurement, to understand the “just in time” measurement that he talks about in the conclusions","2013-07-05"
"","","","","5","0","2","is","-1","","The article promises to present a method to measure the quality of software development in SCRUM. I consider the proposal interesting and relevant, however the work has weaknesses in its construction. The promise of the title is diluted in the abstract and the introduction, with the “intro” of SPEM as a tool. Then, in the body of the article, the link between SPEM and the proposed quality measurement method is not clear. The case study on which they are basing their work is also unclear. Modeling in SPEM is about SCRUM in a theoretical way in about the case study. The evaluation of the method does not seem to measure the quality of the software, but the criteria of those involved with respect to adherence to the modeled process. And in any case, it always measures intermediate documents of the process and not defects or primary attributes of the quality of the software produced. Minor comments: - Review the construction of the references - The SCRUM modeling does not include the retrospective meeting. If you are modeling a particular SCRUM implementation, make it clear in the body of the paper. Otherwise it is a major modeling error. - Why do you use a traditional process to model an agile process? Couldn't one of the latter have been used? - On the first sheet, at the end of the first column, change the font.","2013-07-05"
"","45","accept","","3","2","1","is","1","","Interesting work that deals with the simulation of urban environments to simulate accidents and measure the effects of urban interventions that help in their prevention. The work is a contribution both from the point of view of its objective, as well as from the detailed description that it makes of the technology integration process that allowed it to be carried out, which can be replicated for projects that use 3d technology with other objectives, as well as the strategies used to refine the model through hot air balloons. It is missing, yes, a review of similar works to have established a comparison.","2013-07-05"
"","46","accept","","3","1","1","is","1","","This is an interesting work, where the author wants to show Honeynets as an alternative security measure, to learn how intruders operate and thus create new forms of protection. Observations: - The name of the sole author must be centralized in the article. - Words and figures in English. The article is in Spanish. - The references are inadequate: there is only one article cited and with an incomplete reference. Improve the bibliographic review, citing current articles and books.","2013-07-05"
"","47","accept","","3","-1","1","is","-1","","RESUME. The work describes the steps to follow to apply fuzzy logic concepts in mobile devices. To exemplify the steps to follow, the author used a mobile robot called AMADEUS (similar to cleaning robots marketed in Japan [1]). To apply the concepts of fuzzy logic, the Mamdani module was used. General evaluation. The topic is extremely interesting and very recurrent lately. Devices that use fuzzy logic to operate is a very interesting and novel bridge between Artificial Intelligence and ""pervasive computing"". However, this work has at least one important weakness that should be resolved: 1) In the work it doesn't show why it is really important to use fuzzy logic. An example application is strongly recommended for the job. How would using fuzzy logic help on mobile devices? 2) At work it is not very clear to me if the use of fuzzy logic in mobile devices is something new in this area. If it is not something new, perhaps the work could become just a repetition of another work. If it's something new, please mention it. Minor Comments: - In the conclusions, the phrase ""it was demonstrated"" is mentioned; it is suggested to change to ""showed"". - Pay attention to the use of punctuations (eg ""..."", ""."") and the use of capital letters. - At the end of the introduction, it is suggested to mention the structure of the document. [1] Auto Mee: www.yumeki.org/comercilizaran-little-robot-cleaner-of-dispositives-tactiles","2013-07-05"
"","","","","3","-2","2","is","-1","This article could be presented in the robotics workshop.","This article is not a research article as it only shows how to program a robot using the fuzzy logic tool. This topic has already been proposed as a solution in robot navigation.","2013-07-05"
"","","","","4","1","3","is","1","Thanks for your reviews.","The work, according to the reviewers, does not present a direct scientific contribution in the area of robotics or fuzzy systems, however it is a very interesting application to be presented at the Robotics Workshop of INFONOR 2013. That is why it is recommended to accept the article for your presentation.","2013-07-05"
"","48","accept","","3","1","1","is","1","","This article proposes a system that adds fuzzy components to certain attributes of a database with information on the physical state of people. The application of the work is interesting, since there are few experiences where fuzzy attributes are used in practice for storage and consultation in our country, so it can make the topic interesting for our congress. However, the following aspects are either unclear or incomplete: - Use the format requested by the congress. - Improve the general wording of the summary/introduction - Write point 3, 4.1.1 in the third person when referring to the client - Take care with the use of abbreviations that are sometimes used in lower or capital letters - Write the conclusion with an approach where it is left clear what benefits the user of the system obtained with respect to a non-fuzzy system - It is not clear how the membership functions used were determined. - Some type of study/comparison is missing to verify the contribution that a system like the one proposed improves or complements a traditional system in the applied area Due to the above, it is recommended to accept the article for its presentation in the Business Applications Workshop.","2013-07-05"
"","49","reject","","4","-2","1","is","-1","","A Learning Object serves as support for the educational process, to develop skills in students in one of the three types of knowledge (conceptual mastery, procedural mastery and development of attitudes and values). In none of these areas is there evidence to prove it. In addition to the fact that the experiences are very basic, the abstract, I quote it verbatim: ""The Article presents the experiences gathered from the application of Learning Objects in the development of the subject of Introduction to the Theory of Automata, because in the development of the course, significant changes have been deployed, proposing a detailed and exhaustive academic follow-up through a scheme of ""Quick Feedback"" and ""Short Questions""."", The experiences collected are not shown nor is it mentioned how they would obtain them.","2013-07-05"
"","","","","4","-1","2","is","-1","","The need to use Learning Objects (LO) for the teaching of the course ""Introduction to the Theory of Automata"" is presented. However, very little information is dedicated in the article to the LOs chosen for the course, there is no information on the results of their application or their consequences (learning results, student survey to validate it, etc.). That is why it is not recommended to accept the article, unless information is added that supports the application of OA in this course.","2013-07-05"
"","50","accept","","4","1","1","is","1","The topic is interesting, we are not talking about a methodological contribution, it is an interesting application.","The article is interesting because of the topic it addresses and the results of the analyzes carried out, rather than because of the methodology itself. I still have doubts about how the analyzes are fed with the new information and how the system integrates with the USACH transactional systems. However, it is an interesting application.","2013-07-05"
"","","","","3","-2","2","is","-2","The idea is good but it must fix what is requested in the list of corrections both in terms of format and content. And especially the title that is very ""big"" in relation to what is being presented, which is an application and not a new emerging model.","1. What is proposed is interesting as an application but it is not a scientific work. 2. The abstract does not indicate anything regarding the proposed methodology, which is why perhaps the title “Development of a Methodology”…. It should be oriented to ""A proposal for the systematization of the preparatory information system..."". 3. No methodology is proposed. It is an “interesting” application but not a methodology. 4. On page 3 correct wording error “in Figure 1, organized as”. 5. The idea of what is being proposed needs to be better substantiated, that is, to carry out a “clear” analysis of the advantages of why the proposal is interesting and important. For example, a table can be made with the advantages over other models. Just as this does not indicate an advantage over other methods because other methods are not analyzed.","2013-07-05"
"","","","","4","-1","3","is","-1","","The article proposes, according to the article, a computational platform related to academic information from the USACH Propedeutic. Subsequently, in ""III. Development of the Proposal"" a methodology is proposed. It is not clear if it is a computational platform, if it is a methodology, if it is a systematization of information... The Abstract must be improved, as well as the Conclusions. The article is short, it could have presented the proposal better if it had been a little longer (the proposal is presented in less than 2 pages). Other observations: - Change ""Reserved Words"" for ""Keywords"" - In Introduction, the web pages mentioned must be declared in References. - References are confused with the identification of sub-section titles. For example: ""[1] Multicriteria Decision"" (not Reference 1). - On page 3, change ""organziados"" to ""organized"". - On page 5, it says ""Table 2"", it should say ""Table 3"".","2013-07-05"
"","","","","1","1","4","is","1","Dear Reviewers,","This paper, according to the reviewers, does not directly contemplate a scientific contribution, however the experience and the subject matter are interesting to present at the congress. Although it cannot be presented as a regular paper at the conference, it is recommended that the article be accepted for presentation at the Infonor 2013 education workshop.","2013-07-05"
"","51","accept","","","","","","","","",""
"","52","accept","","2","2","1","is","1","","ABSTRACT: The paper reports the steps followed to use the SAP ERP software in Embonor, a producer and distributor of Coca-Cola products. Before reporting this experience, this company already had some SAP modules implemented (Financial, FI-CO, Logistics, Human Resources). General evaluation. Although the work does not present a scientific structure of an article, it is extremely interesting (in my opinion) to hear in more detail about this experience in infonor 2013. Perhaps, I would recommend adding/presenting a little more about the evaluations of this implementation (in its conclusion, they mention this as a future work). Minor comments: - Mainly take care of the spacing between words and points. - Figure 1 is very unclear. - Figure 4 says: ""Menus of table xx (standard in each SAP screen)"" xx?","2013-07-05"
"","53","accept","","5","1","1","is","-1","- The silver objective in the article is interesting, however it needs to be corrected so that this objective is really fulfilled","General comments: • There is talk of a template, however this template does not appear anywhere in the article • It is recommended that an example of data collection be included in the template • Adding graphs of analyzed data can support a better understanding of the analysis that was done. • Review all the writing since there are many inconsistencies in the writing, for example: too many articles or missing words • Check the spacing of the paragraphs • There is very little bibliography • Check that the indents used as the beginning of the paragraph are consistent with the format of the congress • Check the format of the bibliographical references Comments by sections Keywords: • Check the keywords: …case study, ISO 9126 Introduction • General….? → Generally or In general C. ISO 9126 • It is recommended to review the translation made in the ISO 9126 section, in addition to being careful in the sub-characteristics that it mentions and in what it really describes later, since on more than one occasion the Names. • Efficiency is not described as it has been done with other quality attributes • Review the sub-characteristics included in the portability attribute, especially in the sub-characteristics of effectiveness, productivity, physical security and satisfaction, put a reference from where you extracted that information Development of the template • I understand that the first bullet ""When interacting..."" a brief description of the moment in which you must answer the associated question ""Is there..."", I recommend using different bullets since just as you have it, it causes confusion... all the sections that apply to this situation Application of the practical case • A better description of the percentages is recommended, for example, adding a table that mentions the total number of questions associated with each attribute and the associated percentage","2013-07-05"
"","","","","5","-2","2","is","-1","","The document tries to show an evaluation of software quality attributes based on the ISO 9126 standard. The document shows a proposal for a template with a series of questions to analyze the quality of different quality attributes of a developed software product. However, the document lacks structure. The writing is poor. In some parts of the document, the format parameters required in the authors' guide are not followed. For example, the abstract is centered and according to the event guide it must be justified. Some paragraphs of the document are presented in the same way. In terms of wording, the document is difficult to read, punctuation marks are missing or misplaced. The keywords do not match as article keywords. There is a lack of bibliographical references that support the affirmations that are made. Although the template can be as useful as they try to claim at work, it is necessary to look for a more consolidated validation that allows to ensure its usefulness. The statistics presented lack valid justifications and the presentation format is poor. Much of the document focuses on making claims described in the ISO 1926 standard and: 1. It is not properly cited as the main reference of the work. 2. Focusing the article to summarize the definition of each characteristic or sub-characteristic of the standard does not seem very appropriate for this type of work. The presentation format of the template lacks clarity. It seems that it is a questionnaire format but it is not shown as such. There is a list of unclear statements and questions. Some of these questions are mentioned in the results, however they do not appear in the list named by the author as ""template"", it is the case of: Does the system operate together with another system? In general terms, the work must refine much more.","2013-07-05"
"","","","","4","-2","3","is","-2","","The article presents a case study of the application of a template to measure quality according to the ISO 9126 standard. Although it is true that it fits the scope of the event and its proposal may be of interest to software engineers who wish to have some practical instrument to apply in their quality systems, the work has serious deficiencies that must be improved to be published. The technical presentation of the document has shortcomings that do not meet the standards established for writing the article. In particular, we can mention a few: - The format is not uniform, as can be seen in the abstract, which has different settings in its extension. There are also differences in spacing after each paragraph. Sometimes it exists and sometimes it doesn't. The bullets have different indentations. Bibliographical references have different indentations. - The most serious is spelling and writing. The document requires a major editing review. In just the first 2 paragraphs of the introduction I have found more than 5 faults. Regarding its structure, I think it should be reorganized to improve its presentation. I think the objectives should go inside the introduction. The presentation of the ISO criteria should be summarized in a descriptive table. It's annoyingly long and I think it can be referenced for details. On the other hand, I think it should be clarified if the template is pre-existing or is a proposal of the work, in which case it should be highlighted since it would be the main contribution of the article. Your presentation is unfortunate. I think it should be summarized in a table and clearly state what can be answered. Most are not even presented as questions. I insist that if the template is the contribution it should be made easier for other engineers to use. Your presentation does not help this. (eg the first, ""When interacting with the system, notice how predictable it is"": what do I say?) The instrument should be self-contained so that it clearly contains guidance for its application. Furthermore, it doesn't provide clarity on how I combine query responses to get a quality metric. I think there is too much work left for the reader. The results are not presented in a readable way. I think a table would help. It even mentions several times the tabulation of the results but this does not appear. As it is a case study, I would like to see in that table the answers that were obtained and how the percentages that measure quality were calculated.","2013-07-05"
"","54","accept","","5","2","1","is","0","Reduce the content of the paper in order to clarify what the authors present","Presents a response search from a request in a call center. The work is well presented, but very long, and that does not allow us to clearly see what the authors want to contribute.","2013-07-05"
"","55","accept","","5","1","1","is","0","There are design issues that need to be fixed.","It is an interesting application, only that there are measures such as averages that are not additive, so the design must be corrected, since the results of the system can be erroneous (do not use to make decisions until the averages are eliminated, these must be built at each level role-up).","2013-07-05"
"","","","","4","-2","2","is","-2","The author lacks the minimum skills that lead to the writing of a moderately legible document. Clearly some teacher's enthusiasm propelled her into writing that lacked the necessary support to transform into a presentation. I think that the fault lies not so much with the author, but rather with the absolute lack of support to arrive at a product of acceptable quality.","This work deals with an interesting topic, but it is very poorly presented. Starting with the summary, which ends with a really incomprehensible paragraph: ""Every result is possible with good data modeling to then execute the ETL process and thus finish exploiting them with an OLAP tool."" The Introduction does not improve; It begins with ""It is born like this..."", which is the first sentence, which does not correspond, since due to its style it seems to be the continuation of another idea. Point II, Theme, appears as a good opportunity to account for the state of the art, but it is used to group a set of definitions, without it being clear that they are part of a whole that the author will use as a basis to develop his proposal. Point II, Analysis of the problem, is reduced to data processing. The author once again misses an opportunity to pose the problem and highlight the impact of his proposal. The text contains a significant number of spelling errors, which do not hinder the understanding of the writing, but show a lack of neatness in the writing. In VI Exploitation of indicators, significant space is devoted to the first indicator: average age... Being the values obtained quite close in all the regions, what is this data really for? More precise revisions of a text that does not meet the expected quality standards are required.","2013-07-05"
"","","","","3","-1","3","is","-1","This is the best work of the three presented as Datamart design but I recommend that it be left on the business applications track as it is not scientific work.","1. What is proposed is interesting as an application but it is not a scientific work. 2. The application of a Datamart is no longer interesting from a technical point of view, as presented by the author, since there is a lot of documentation and work on the matter. 3. The author must find other ways if she wants to investigate the area. 4. There are design errors in the fact table measurements. Therefore, some results may not be good.","2013-07-05"
"","","","","3","1","4","is","1","","The article, according to the reviewers, is not a scientific contribution, but the subject is particularly interesting to discuss in our congress. That is why it is recommended to accept the article for presentation in the Business Applications Workshop instead of regular paper.","2013-07-05"
"","56","accept","","1","0","1","is","-1","","This article presents a Comparative Analysis of Maturity Models in Business Intelligence, showing the DEA and MESME techniques to carry out this analysis. Even when the method itself is clear, it is not understood if the resulting model is selected for any organization, that is, if it is general. You should use Business Intelligence, instead of Business Intelligence. Surely these models are defined for large companies in the United States, therefore do they work equally well in Chilean companies? The maturity in Business Intelligence in companies from developed countries is different from countries like Chile. It is not necessary to include item II by itself. In point V, paragraph 2, it indicates that a DEA adaptation is described and does not specify the reference or if it is an adaptation proposed by the authors, in addition to indicating why an adaptation is used. On page 4, the first paragraph states that the Hierarchy model is excluded and then re-includes it in the following steps. On page 5, letter E, it is not clear why the output should be increased by 10% to increase efficiency. In the letter F you must change the word 'we can' and in the second paragraph it seems that the table to be referenced is 5 and not 6. You must describe the elements of equation (3). In letter B, of VI, it is not understood why the EI model was selected, since it had less efficiency. In figure 6 the graphs of each model are not clear. In points V and VI, the steps are labeled with numbers and then described with letters. You must use an equation editor. The article does not have the format specified for this and is longer than 8 pages. On page 7, including the table produces a mismatch in the text that must be fixed.","2013-07-05"
"","","","","4","1","2","is","0","","The article presents a quantitative comparison (DEA Technique) and a qualitative comparison (MESME Methodology) of selected BI maturity models. The article is an approach for the generation of a future methodological guide focused on implementing improvements in BI maturity for an organization. Therefore, it is an initial investigation, but the comparison made is interesting. For the quantitative comparison, 5 of the 6 methodologies were selected. Later, when the qualitative analysis was carried out, 6 methodologies were used and not 5, including the one already discarded. On page 2 it says ""This research aims to identify ..."". The goal is not to ""identify"" but to ""perform a comparison to select..."". Section IV talks about a systematic review, but does not put any reference associated with that work previously carried out. How did you select the models and from where? Other observations and/or doubts: - Reference 18 is not cited in the text. - There are 4 references associated with maturity models ([3], [11], [15], [17]). None make a comparison? - Revise the English in Keywords - Change ""Palabras Claves"" for ""Palabras Claves"" - On page 2, change ""In section V details"" by ""In section V details"" or by ""Section V details"". - The same problem occurs on page 3 with ""Figure 3 is appreciated"", ""Table 2 is described"", ""Figure 6 is shown"", ""It is observed in Table 11 is accounted for"". - You must correct ""stuck"" words. For example, changing ""analyze"", ""ddetail"", etc. - Does not indicate the meaning of each of the elements of equation 3. - Before Table 7, there is text only in one column. - On page 8, Table 9, change ""to integrate"" to ""to integrate"". - Correct misspelled words: ""scarce"", ""it is appreciated"". - On page 9 he talks about ""thesis research"" and not an article. - In Reference [7] it is written ""Jour-nal"", In Reference [13] a number appears after the last name of the authors (example: ""Tan1"", ""Sin1"", ""Yeoh2"" - In Reference [18] it appears "" 2010b""","2013-07-05"
"","57","accept","","4","1","1","is","1","the work is acceptable if the requested corrections are properly implemented","This article presents an interesting application of immune algorithms for task scheduling. The results are of practical interest. Observations: 1. The authors make frequent use of terms in English, without their necessary definition or substitution for a term in Spanish. 2. There are countless writing errors that need to be corrected. As an example, we quote the phrase ""While computer technology advances by leaps and bounds, it is important these days to optimize programming in a better way in order to obtain better results, which is why the use of algorithms inspired by systems has been used. biological, since they present a greater optimization than the use of conventional heuristics”; 3. A large number of references is incomplete. For example: 2, 3, 6 ...... These corrections are necessary for the acceptance of the work","2013-07-05"
"","","","","3","-1","2","is","-1","","Although the paper is well written and structured, and the experimentation seems extensive, a degree of originality is not perceived in the version of the algorithm presented in the paper with respect to the previous versions of the same existing in the literature and that have already been applied to science. same problem.","2013-07-05"
"","","","","4","2","3","is","1","","The article presents an algorithm for the Job Shop Scheduling problem, using the clonal selection immunity approach. An adequate review of the related literature and the proposed methodology to solve the problem is carried out. Regarding the results and their discussion, the performance of the proposed algorithm was measured on several problems of different sizes and its performance was compared with other algorithms in the literature. The article is well structured and the presentation is clear and follows a logical order. It presents some minor problems that must be resolved: - Incorrect numbering of figures and does not follow the order of appearance. - reference 2 is incomplete As stated, the proposed algorithm outperforms other algorithms in the literature in terms of percentage of BKS achieved. However, the mean relative error % factor and the fact that the proposed scheme outperforms 2 schemes in the literature but is outperformed by 5 others are not discussed (this is mentioned in the conclusions but not discussed). It would be convenient to introduce a discussion regarding the latter and future work in this regard.","2013-07-05"
"","58","reject","","5","-2","1","is","-2","If I'm not mistaken, I think the article was already presented at another event, I remember having evaluated the same proposal before.","Lack of support in the validation of the proposal. There is no analysis on how this proposal improves or complements traditional requirements traceability techniques. It seems to me that proposing such an extensive code, instead of facilitating traceability, makes it more cumbersome, unless a software tool is used that automatically generates these codes, an aspect that is not considered in the proposal. The case study presented is merely descriptive, there is no support to validate whether improvements were actually achieved with respect to the use of traditional traceability techniques.","2013-07-05"
"","59","reject","","3","-2","1","is","-2","","It is not clear whether the article presents its own process evaluation proposal (based on CMMI or ISO), an adaptation of concepts present in the standards to a specific process, or a case study of a development plan. The combination of the CMMI and ISO models has been widely discussed in the literature. However, no bibliographical references on this topic are included. The approach used to combine the concepts of both is also not explained in the article. It is necessary to include new bibliographic references on this topic and others related to quality models and processes. The definition of phases and products of the process seem arbitrary and are not justified in the article. The phases that are presented do not always agree with the proposals in the state of software engineering practice. The authors must give, at least, an explanation of how they are obtained. The article has several non-uniform formatting issues, some paragraphs have different line spacing, some section titles are bold and some are not. The study does not provide interesting results regarding the application of these concepts of quality and processes in the case of INAPI.","2013-07-05"
"","","","","5","-2","2","is","-1","","This article presents to measure the quality of software processes. The title was already something that surprised me. There are thousands of debates on what is meant by quality in software processes and the authors do not specify the basis from which they start. In addition, the classification they make in the sections from the stages of development, the development processes is something for which there are many alternatives in the literature and the authors focus on one that they seem to give or take as the most appropriate reference. The practical vision in the specific case of INAPI is indeed of interest, but I think it would have been more important to say why things are applied than to try to define a global vision and as a standard of the concepts with which I work. On the other hand, there are other methodological proposals to apply 9001 in the context of software. I think that it would be necessary to promote in a more adequate way the one who defends what this actually contributes.","2013-07-05"
"","60","accept","","4","0","1","is","-1","","The proposal is a good practical initiative, however there is a lack in the review of the literature on which it is based and the evaluation by experts must be extended to be considered significant. - You must modify the citation format (it is ordered from [1] to...[n]) and the list of references indicating volume and number, etc. This is an example: [1] K. Nusair, HG Parsa and C. Cobanoglu. ""Building a model of commitment for Generation Y: An empirical study on e-travel retailers"". Tourism Management. Vol. 32, Issue 4, pgs. 833-843. 2011. - You must indicate which currency you are referring to in the introductory paragraphs (Colombian pesos? Chilean pesos? - You must adjust the format of the tables. - It is strongly recommended to improve the wording, in order to make it shorter and less colloquial the explanation of the work.","2013-07-05"
"","61","accept","","","","","","","","",""
"","62","accept","","4","2","1","is","1","","good contribution and look to the future. The wording presents some difficulties, review. It remains to give an example for some type of device, it would have been ideal.","2013-07-05"
"","63","accept","","5","2","1","is","0","","The issue of adopting ERP systems has been developed in the last 15 years, and in particular the review of factors that imply their success is a relevant research topic. - In the work, an analysis of the ERP literature was developed on the subject that addresses critical success factors, adoption methodologies and size of the organization. - Although it is an error to indicate that ""a third type has recently been generated..."" in relation to associating phases of the project and FCE, since this has been done for more than 12 years, see Citation [36] of the same work, it is not a closed issue. - I propose to the authors to define what ""ERP adoption success"" is, since there is literature in relation to it that is very interesting for its ultimate purposes (see works by Professor Markus). - Methodologically, there are three important limitations to overcome with a view to advancing in an impactful scientific publication. First, the impact factor of the publications has not been considered, thus the development associated with this type of review has been dismissed, mixing high-impact works (for example, journal articles ISIs impact factor >2, such as MISQ) with works without a quality review (example, what Scholar ""launches"" just for matching in the search). Second, it is said that references from 2008 onwards will be taken as a priority, but many of its references are from before that date, and this is not uncommon, since between 2001 and 2004 there is an explosion of work in this specific field. Third, papers from conferences in the area of high impact in the scientific community such as AMCIS or ECIS have not been explicitly included (the former has a private database, not accessible by Google, and the latter is free). - The aforementioned limitations restrict the scope of the interesting results presented in the work.","2013-07-05"
"","64","accept","","3","0","1","is","0","","Interesting proposal for the development of a video game to treat cognitive impairment in the elderly. It is seen as a novel proposal, and one that opens a new field of video game development. From this sense it is considered a contribution to the congress. However, what the paper presents is still a proposal in development, so the project approach cannot yet be validated, which is presented as future work. For the same reason, it is not very clear how the use of video games would fit into a larger strategy for the treatment of mental deterioration in older adults, within which the game should be one more tool. Finally, there are some statements that are not properly supported by evidence in the paper, such as: ""when there are complex tasks, it is much more difficult for the young person than for the older adult, since the older adult has the experience while the training it's just practical""","2013-07-05"
"","65","accept","","3","1","1","is","1","The paper should fix the problems in the format to be accepted","An application is presented that consists of a surveillance system based on ip cameras and that can be monitored from mobile devices with android, where the contribution of the work is to create a centralized system to manage the cameras. The paper shows the design of the system in detail, which may be of interest to the congress audience. The work presents some problems in the format: - it presents headers on each page that seem to refer to the fact that it was extracted or sent to a journal, which does not fit the format of the workshop -it also shows dates of sending and receiving, which seems to indicate in the same direction - presents some drafting and meaning problems, such as: ""Also, to this is added the inconvenience of having access to a computer"" ""presents the development of a video surveillance system with IP cameras, which encompasses the ¿¿ disadvantages?? mentioned above"" The paper should fix the problems in the format to be accepted","2013-07-05"
"","66","accept","","5","2","1","is","1","","Qualitative validation of UTAUT, Evidence from an action research study is a work that provides an interesting example of action research. However, there are some possibilities for improvements. First, I suggest the authors improve the conceptualization of ""usage behavior"" by moving from an ""adopt/do not adopt"" (dichotomous) to a ""usage level"" to test H4 and H5. On the other hand, and in relation to the conclusions, I think that although UTAUT 2 FC is a precedent of BI, this is only in the context of consumer technologies, and I do not think it is a useful comparison in the e-learning context. , I suggest looking for references in that context. Finally, I think that the authors should seriously delve into the differences in the content of the courses that they adopted and those that did not. Is it possible that this content conditions the use of electronic evaluation tools? It is known that some content is easier to assess with electronic tools.","2013-07-05"
"","67","accept","","4","-2","1","is","-2","The review is NOT rigorous and lacks critical discussion. Without those components, the article lacks contributions.","This paper presents a review of Artificial Immune Systems and their applications. Observations: A review work must be careful and broad, with critical comments, suggestions and conclusions that serve as contributions to the work. The proposed article does not include recent works and applications in the review. Therefore, the review is not complete. On the other hand, it does not present a critical discussion or conclusions of the review carried out. Consequently, the author did not achieve either of the 2 expected objectives for this work.","2013-07-05"
"","","","","4","2","2","is","1","Dear Organizers, the acceptance or rejection of this type of contributions, in the future, should be standardized, since ""review"" modality articles, although it is an interesting work, lacks rigor, if it is not considered, the year of the referenced publications, Journals of impact (and of what type) that have been considered, etc.","Today ""review"" articles are very useful, and how to conceive it is a whole discussion. For this reason, it is important to know the methodology for searching and retrieving information (by years, topics, magazines, journals, etc.) in order to achieve good technical writing that allows you to reach readers with the knowledge they want. to transmit.","2013-07-05"
